"SuccessfulBool","goal","pledged","staff_pick","backers_count","name_len","name_len_clean","blurb_len","blurb_len_clean","deadline","state_changed_at","created_at","launched_at","deadline_month","deadline_day","deadline_yr","deadline_hr","state_changed_at_month","state_changed_at_day","state_changed_at_yr","state_changed_at_hr","created_at_month","created_at_day","created_at_yr","created_at_hr","launched_at_month","launched_at_day","launched_at_yr","launched_at_hr"
0,5000,451,0,9,2,2,13,10,"2015-03-22 19:01:14","2015-03-22 19:01:17","2015-02-18 17:28:53","2015-02-20 19:01:14",3,22,2015,19,3,22,2015,19,2,18,2015,17,2,20,2015,19
0,25000,51,0,3,11,6,21,12,"2014-07-21 15:54:29","2014-07-21 15:54:29","2014-07-10 09:53:01","2014-07-11 15:54:29",7,21,2014,15,7,21,2014,15,7,10,2014,9,7,11,2014,15
0,15000,1,0,1,8,7,4,3,"2014-10-30 11:57:18","2014-10-30 11:57:18","2014-09-25 12:20:25","2014-09-30 11:57:18",10,30,2014,11,10,30,2014,11,9,25,2014,12,9,30,2014,11
0,60000,373,0,19,8,7,20,13,"2014-05-09 15:30:42","2014-05-09 15:30:43","2014-03-28 13:11:58","2014-04-09 15:30:42",5,9,2014,15,5,9,2014,15,3,28,2014,13,4,9,2014,15
0,20000,200,0,2,5,4,19,13,"2014-08-21 11:52:15","2014-08-21 11:52:15","2014-07-21 09:59:41","2014-07-22 11:52:15",8,21,2014,11,8,21,2014,11,7,21,2014,9,7,22,2014,11
0,30000,0,0,0,2,2,23,15,"2014-09-01 11:05:05","2014-09-01 11:05:05","2014-06-22 00:35:20","2014-07-18 11:05:05",9,1,2014,11,9,1,2014,11,6,22,2014,0,7,18,2014,11
0,1000,382,0,19,4,4,17,13,"2014-10-01 02:54:00","2014-10-01 02:54:00","2014-08-08 02:45:04","2014-08-09 02:51:50",10,1,2014,2,10,1,2014,2,8,8,2014,2,8,9,2014,2
0,15000,61,0,4,4,4,23,13,"2014-09-07 17:18:22","2014-09-07 17:18:22","2014-08-04 14:25:35","2014-08-08 17:18:22",9,7,2014,17,9,7,2014,17,8,4,2014,14,8,8,2014,17
0,12250,197,0,9,5,5,18,13,"2016-09-16 15:45:51","2016-09-16 15:45:51","2016-07-12 08:52:28","2016-07-18 15:45:51",9,16,2016,15,9,16,2016,15,7,12,2016,8,7,18,2016,15
0,40000,681,0,13,6,6,14,10,"2015-04-07 10:01:43","2015-04-07 10:01:46","2015-01-26 18:19:33","2015-03-17 10:01:43",4,7,2015,10,4,7,2015,10,1,26,2015,18,3,17,2015,10
0,1e+05,141,0,3,8,6,21,15,"2016-08-23 06:18:36","2016-08-23 06:18:37","2015-03-17 05:53:57","2016-07-24 06:18:36",8,23,2016,6,8,23,2016,6,3,17,2015,5,7,24,2016,6
0,50000,0,0,0,1,1,22,12,"2014-09-21 14:41:00","2014-09-21 14:41:00","2014-08-22 14:41:02","2014-09-02 13:58:27",9,21,2014,14,9,21,2014,14,8,22,2014,14,9,2,2014,13
0,5000,0,0,0,1,1,25,15,"2015-09-02 14:21:45","2015-09-02 14:21:45","2015-07-30 10:46:51","2015-08-03 14:21:45",9,2,2015,14,9,2,2015,14,7,30,2015,10,8,3,2015,14
0,5000,1,0,1,5,4,21,12,"2015-02-15 03:50:45","2015-02-15 03:50:46","2014-02-04 11:32:20","2015-01-21 03:50:45",2,15,2015,3,2,15,2015,3,2,4,2014,11,1,21,2015,3
0,10000,25,0,1,11,8,26,21,"2014-09-22 16:48:22","2014-09-22 16:48:22","2014-02-18 16:46:27","2014-08-08 16:48:22",9,22,2014,16,9,22,2014,16,2,18,2014,16,8,8,2014,16
0,3000,0,0,0,5,5,21,16,"2015-04-10 20:53:39","2015-04-10 20:53:42","2015-03-10 12:02:10","2015-03-11 20:53:39",4,10,2015,20,4,10,2015,20,3,10,2015,12,3,11,2015,20
0,300,0,0,0,3,3,10,6,"2014-11-11 07:04:12","2014-11-11 07:04:13","2014-10-03 16:22:27","2014-10-12 07:04:12",11,11,2014,7,11,11,2014,7,10,3,2014,16,10,12,2014,7
0,75000,21758.11,0,224,8,8,9,9,"2016-10-15 10:01:35","2016-10-15 10:01:35","2016-01-20 17:49:45","2016-09-15 10:01:35",10,15,2016,10,10,15,2016,10,1,20,2016,17,9,15,2016,10
0,15000,65,0,4,10,8,25,15,"2014-07-30 22:59:00","2014-07-30 22:59:00","2014-07-05 19:28:54","2014-07-14 16:12:08",7,30,2014,22,7,30,2014,22,7,5,2014,19,7,14,2014,16
0,17500,1,0,1,6,4,23,17,"2016-02-28 14:44:19","2016-02-28 14:44:19","2016-01-29 00:14:44","2016-01-29 14:44:19",2,28,2016,14,2,28,2016,14,1,29,2016,0,1,29,2016,14
0,75000,231,0,8,1,1,20,13,"2015-03-05 10:57:17","2015-03-05 10:57:18","2014-09-19 10:23:41","2015-02-03 10:57:17",3,5,2015,10,3,5,2015,10,9,19,2014,10,2,3,2015,10
0,240000,0,0,0,7,7,18,13,"2014-09-07 17:59:13","2014-09-07 18:00:10","2014-07-27 12:31:15","2014-07-27 17:59:13",9,7,2014,17,9,7,2014,18,7,27,2014,12,7,27,2014,17
0,77000,20,0,1,6,6,17,13,"2015-05-16 16:58:23","2015-05-16 16:58:25","2015-03-17 05:17:17","2015-03-17 16:58:23",5,16,2015,16,5,16,2015,16,3,17,2015,5,3,17,2015,16
0,30000,1,0,1,5,5,28,13,"2016-07-06 10:47:50","2016-07-06 10:47:50","2016-06-03 18:04:58","2016-06-06 10:47:50",7,6,2016,10,7,6,2016,10,6,3,2016,18,6,6,2016,10
0,18000,452,0,13,4,4,13,9,"2014-12-16 16:00:00","2014-12-16 16:00:12","2014-10-31 07:30:19","2014-11-17 12:08:20",12,16,2014,16,12,16,2014,16,10,31,2014,7,11,17,2014,12
0,5000,5,0,1,6,6,21,14,"2014-07-30 15:15:20","2014-07-30 15:15:20","2014-07-08 13:15:28","2014-07-16 15:15:20",7,30,2014,15,7,30,2014,15,7,8,2014,13,7,16,2014,15
0,3000,127,0,5,7,6,20,14,"2015-01-29 09:53:59","2015-01-29 09:53:59","2014-12-22 17:45:52","2014-12-30 09:53:59",1,29,2015,9,1,29,2015,9,12,22,2014,17,12,30,2014,9
0,500,25,0,1,1,1,22,11,"2015-05-20 08:40:14","2015-05-20 08:40:18","2015-04-20 07:54:38","2015-04-20 08:40:14",5,20,2015,8,5,20,2015,8,4,20,2015,7,4,20,2015,8
0,2000,86,0,5,3,3,19,12,"2015-02-14 16:51:00","2015-02-14 16:51:00","2014-12-26 16:51:56","2015-01-03 02:17:51",2,14,2015,16,2,14,2015,16,12,26,2014,16,1,3,2015,2
0,50000,65,0,3,6,6,18,13,"2016-03-06 15:33:21","2016-03-06 15:33:21","2016-02-02 22:18:45","2016-02-05 15:33:21",3,6,2016,15,3,6,2016,15,2,2,2016,22,2,5,2016,15
0,350000,3095,0,12,7,6,19,12,"2015-01-16 03:36:10","2015-01-16 03:36:10","2014-12-10 06:44:47","2014-12-17 03:36:10",1,16,2015,3,1,16,2015,3,12,10,2014,6,12,17,2014,3
0,50000,32,0,4,8,5,18,12,"2014-07-23 18:53:32","2014-07-23 18:53:32","2014-06-22 09:54:55","2014-06-23 18:53:32",7,23,2014,18,7,23,2014,18,6,22,2014,9,6,23,2014,18
0,25000,2930,0,26,1,1,20,13,"2014-10-03 09:49:27","2014-10-03 09:49:30","2014-08-05 11:57:17","2014-09-03 09:49:27",10,3,2014,9,10,3,2014,9,8,5,2014,11,9,3,2014,9
0,20000,68,0,5,7,6,17,12,"2014-08-31 20:00:00","2014-08-31 20:00:12","2014-07-30 18:21:15","2014-08-04 20:17:19",8,31,2014,20,8,31,2014,20,7,30,2014,18,8,4,2014,20
0,20000,4904,0,89,8,6,16,8,"2015-03-15 18:59:00","2015-03-15 18:59:04","2014-10-30 06:39:46","2015-02-11 09:15:48",3,15,2015,18,3,15,2015,18,10,30,2014,6,2,11,2015,9
0,2000,23,0,5,1,1,19,9,"2016-04-30 10:41:10","2016-04-30 10:41:10","2016-02-26 08:22:36","2016-03-01 10:41:10",4,30,2016,10,4,30,2016,10,2,26,2016,8,3,1,2016,10
0,15000,1410,0,10,7,6,15,11,"2015-12-12 23:33:52","2015-12-12 23:33:52","2015-11-08 23:34:43","2015-11-12 23:33:52",12,12,2015,23,12,12,2015,23,11,8,2015,23,11,12,2015,23
0,6000,30,0,4,2,2,15,10,"2014-09-26 02:05:16","2014-09-26 02:05:16","2014-05-05 19:11:03","2014-08-27 02:05:16",9,26,2014,2,9,26,2014,2,5,5,2014,19,8,27,2014,2
0,5400,1,0,1,7,5,21,16,"2015-03-20 13:26:51","2015-03-20 13:26:51","2015-02-16 15:39:30","2015-02-18 13:26:51",3,20,2015,13,3,20,2015,13,2,16,2015,15,2,18,2015,13
0,1500,83,0,6,1,1,9,7,"2014-05-31 09:00:04","2014-05-31 09:00:15","2014-04-21 10:48:24","2014-05-01 09:00:04",5,31,2014,9,5,31,2014,9,4,21,2014,10,5,1,2014,9
0,9000,566,0,5,3,3,23,15,"2014-09-12 12:00:00","2014-09-12 12:00:11","2014-08-04 17:30:07","2014-08-21 14:42:54",9,12,2014,12,9,12,2014,12,8,4,2014,17,8,21,2014,14
0,10000,0,0,0,1,1,21,13,"2014-07-24 03:21:38","2014-07-24 03:21:41","2014-06-23 10:32:30","2014-06-24 03:21:38",7,24,2014,3,7,24,2014,3,6,23,2014,10,6,24,2014,3
0,1e+05,1142,0,8,1,1,17,12,"2016-07-14 15:25:35","2016-07-14 15:25:37","2016-06-15 04:59:07","2016-06-16 15:25:35",7,14,2016,15,7,14,2016,15,6,15,2016,4,6,16,2016,15
0,1e+05,0,0,0,6,6,18,11,"2014-08-29 11:29:22","2014-08-29 11:30:10","2014-07-25 08:41:45","2014-07-30 11:29:22",8,29,2014,11,8,29,2014,11,7,25,2014,8,7,30,2014,11
0,2500,1170,0,20,5,5,14,10,"2015-06-09 07:31:46","2015-06-09 07:31:48","2015-03-31 07:44:51","2015-05-07 07:31:46",6,9,2015,7,6,9,2015,7,3,31,2015,7,5,7,2015,7
0,10000,3866,0,33,1,1,23,14,"2016-08-08 17:01:56","2016-08-08 17:01:56","2016-06-29 20:28:03","2016-07-06 17:01:56",8,8,2016,17,8,8,2016,17,6,29,2016,20,7,6,2016,17
0,8000,205,0,4,3,3,19,12,"2015-04-25 20:39:00","2015-04-25 20:39:01","2015-03-05 23:02:01","2015-03-26 20:39:00",4,25,2015,20,4,25,2015,20,3,5,2015,23,3,26,2015,20
0,2500,45,0,3,7,7,23,17,"2015-08-01 22:59:00","2015-08-01 22:59:01","2015-05-18 18:08:37","2015-06-15 14:21:26",8,1,2015,22,8,1,2015,22,5,18,2015,18,6,15,2015,14
0,500,40,0,4,9,8,24,16,"2014-08-31 00:00:00","2014-08-31 00:00:14","2014-08-07 19:04:29","2014-08-14 14:06:10",8,31,2014,0,8,31,2014,0,8,7,2014,19,8,14,2014,14
0,30000,1243,0,7,6,5,17,12,"2016-11-18 22:59:00","2016-11-18 22:59:00","2016-10-07 10:03:37","2016-10-31 11:36:05",11,18,2016,22,11,18,2016,22,10,7,2016,10,10,31,2016,11
0,70000,11,0,2,10,6,13,8,"2014-09-15 21:55:26","2014-09-15 21:55:26","2014-06-26 01:36:12","2014-08-06 21:55:26",9,15,2014,21,9,15,2014,21,6,26,2014,1,8,6,2014,21
0,3000,130,0,3,7,6,16,11,"2017-02-14 10:17:05","2017-02-14 10:17:06","2016-09-17 07:10:02","2016-12-16 10:17:05",2,14,2017,10,2,14,2017,10,9,17,2016,7,12,16,2016,10
0,2000,1400,0,3,4,4,15,7,"2015-08-30 18:47:33","2015-08-30 18:47:33","2015-07-16 15:23:40","2015-07-16 18:47:33",8,30,2015,18,8,30,2015,18,7,16,2015,15,7,16,2015,18
0,575000,111,0,3,7,6,20,11,"2014-12-21 00:49:18","2014-12-21 00:49:18","2014-09-25 22:53:59","2014-10-22 00:49:18",12,21,2014,0,12,21,2014,0,9,25,2014,22,10,22,2014,0
0,13000,0,0,0,2,2,11,8,"2014-07-04 19:42:02","2014-07-04 19:42:02","2014-05-06 18:38:40","2014-06-04 19:42:02",7,4,2014,19,7,4,2014,19,5,6,2014,18,6,4,2014,19
0,10000,205.2,0,4,6,5,14,10,"2014-08-29 15:22:41","2014-08-29 15:22:41","2014-07-29 16:02:43","2014-07-30 15:22:41",8,29,2014,15,8,29,2014,15,7,29,2014,16,7,30,2014,15
0,6500,1,0,1,6,3,18,14,"2014-08-15 12:34:36","2014-08-15 12:34:37","2014-07-07 13:40:35","2014-07-16 12:34:36",8,15,2014,12,8,15,2014,12,7,7,2014,13,7,16,2014,12
0,16000,408,0,16,3,3,17,11,"2016-06-08 09:39:58","2016-06-08 09:39:58","2016-04-18 04:11:40","2016-05-09 09:39:58",6,8,2016,9,6,8,2016,9,4,18,2016,4,5,9,2016,9
0,100,20,0,2,5,5,22,14,"2014-08-28 11:52:53","2014-08-28 11:52:53","2014-07-25 16:16:52","2014-07-29 11:52:53",8,28,2014,11,8,28,2014,11,7,25,2014,16,7,29,2014,11
0,160000,511,0,3,6,5,18,12,"2014-07-09 22:03:47","2014-07-09 22:03:47","2014-06-05 13:18:17","2014-06-09 22:03:47",7,9,2014,22,7,9,2014,22,6,5,2014,13,6,9,2014,22
0,7e+05,10,0,1,3,3,25,16,"2014-09-11 15:15:48","2014-09-11 15:15:48","2014-07-03 11:15:45","2014-07-28 15:15:48",9,11,2014,15,9,11,2014,15,7,3,2014,11,7,28,2014,15
0,5500,5,0,1,10,7,22,14,"2014-08-07 12:30:41","2014-08-07 12:30:41","2014-07-02 03:30:30","2014-07-08 12:30:41",8,7,2014,12,8,7,2014,12,7,2,2014,3,7,8,2014,12
0,19200,1679,0,13,6,6,20,13,"2015-09-15 17:33:44","2015-09-15 17:33:44","2015-07-01 22:00:38","2015-08-16 19:47:09",9,15,2015,17,9,15,2015,17,7,1,2015,22,8,16,2015,19
0,1000,205,0,12,6,6,21,16,"2014-12-01 23:09:29","2014-12-01 23:09:29","2014-11-01 22:25:47","2014-11-01 23:09:29",12,1,2014,23,12,1,2014,23,11,1,2014,22,11,1,2014,23
0,8000,0,0,0,5,5,17,9,"2017-01-28 10:23:34","2017-01-28 10:23:34","2016-12-12 04:25:40","2016-12-19 10:23:34",1,28,2017,10,1,28,2017,10,12,12,2016,4,12,19,2016,10
0,3500,800,0,13,7,6,24,20,"2015-09-19 10:56:03","2015-09-19 10:56:03","2015-08-15 19:50:29","2015-08-20 10:56:03",9,19,2015,10,9,19,2015,10,8,15,2015,19,8,20,2015,10
0,80000,2090,0,16,7,7,18,16,"2014-11-07 08:24:50","2014-11-07 08:24:50","2014-09-04 18:43:47","2014-10-08 08:24:50",11,7,2014,8,11,7,2014,8,9,4,2014,18,10,8,2014,8
0,5000,0,0,0,3,3,18,13,"2014-12-03 23:23:00","2014-12-03 23:23:02","2014-08-06 22:53:37","2014-10-31 16:19:45",12,3,2014,23,12,3,2014,23,8,6,2014,22,10,31,2014,16
0,25000,0,0,0,2,2,22,17,"2014-11-15 16:30:42","2014-11-15 16:30:43","2014-10-10 13:58:15","2014-10-16 16:30:42",11,15,2014,16,11,15,2014,16,10,10,2014,13,10,16,2014,16
0,2e+05,10,0,1,1,1,22,12,"2014-09-20 00:47:40","2014-09-20 00:47:40","2014-07-17 05:30:38","2014-07-22 00:47:40",9,20,2014,0,9,20,2014,0,7,17,2014,5,7,22,2014,0
0,40000,1,0,1,7,6,11,7,"2016-07-06 16:01:22","2016-07-06 16:01:22","2016-06-03 05:50:44","2016-06-06 16:01:22",7,6,2016,16,7,6,2016,16,6,3,2016,5,6,6,2016,16
0,20000,7023,0,65,9,7,19,12,"2015-01-20 23:25:38","2015-01-20 23:25:38","2014-01-11 17:47:59","2014-12-19 23:25:38",1,20,2015,23,1,20,2015,23,1,11,2014,17,12,19,2014,23
0,15000,130,0,3,5,5,13,9,"2015-12-18 05:00:00","2015-12-18 05:00:00","2015-11-23 10:57:55","2015-11-25 07:52:19",12,18,2015,5,12,18,2015,5,11,23,2015,10,11,25,2015,7
0,14000,25,0,1,1,1,23,17,"2014-10-08 04:36:00","2014-10-08 04:36:01","2014-09-08 04:36:22","2014-09-16 04:24:31",10,8,2014,4,10,8,2014,4,9,8,2014,4,9,16,2014,4
0,7110,40,0,4,6,6,25,17,"2016-04-29 18:50:46","2016-04-29 18:50:47","2016-03-27 00:15:45","2016-03-30 18:50:46",4,29,2016,18,4,29,2016,18,3,27,2016,0,3,30,2016,18
0,30000,10,0,1,6,5,21,12,"2014-09-19 13:37:15","2014-09-19 13:37:18","2014-05-22 13:32:42","2014-08-20 13:37:15",9,19,2014,13,9,19,2014,13,5,22,2014,13,8,20,2014,13
0,10000,2,0,2,6,6,24,18,"2014-10-03 23:05:08","2014-10-03 23:05:09","2014-08-02 09:29:32","2014-08-04 23:05:08",10,3,2014,23,10,3,2014,23,8,2,2014,9,8,4,2014,23
0,12000,1034,0,41,3,2,19,16,"2015-09-30 22:59:00","2015-09-30 22:59:00","2015-03-20 19:21:05","2015-09-01 12:06:15",9,30,2015,22,9,30,2015,22,3,20,2015,19,9,1,2015,12
0,85000,0,0,0,10,10,14,11,"2014-11-10 14:04:00","2014-11-10 14:04:00","2014-08-03 13:38:07","2014-10-10 14:35:12",11,10,2014,14,11,10,2014,14,8,3,2014,13,10,10,2014,14
0,3500,75,0,2,5,5,10,8,"2015-05-19 23:25:26","2015-05-19 23:25:29","2014-07-29 21:08:18","2015-03-20 23:25:26",5,19,2015,23,5,19,2015,23,7,29,2014,21,3,20,2015,23
0,150000,1247,0,18,3,3,17,11,"2016-05-03 09:16:24","2016-05-03 09:16:24","2015-10-13 10:02:09","2016-03-29 09:16:24",5,3,2016,9,5,3,2016,9,10,13,2015,10,3,29,2016,9
0,75000,640,0,10,7,7,26,15,"2015-02-17 15:50:35","2015-02-17 15:50:35","2015-01-13 12:51:42","2015-01-23 15:50:35",2,17,2015,15,2,17,2015,15,1,13,2015,12,1,23,2015,15
0,25000,75,0,3,1,1,21,12,"2014-11-09 09:16:52","2014-11-09 09:16:53","2014-09-23 12:08:54","2014-10-10 09:16:52",11,9,2014,9,11,9,2014,9,9,23,2014,12,10,10,2014,9
0,1900,26,0,2,12,9,21,17,"2016-11-26 11:14:28","2016-11-26 11:14:28","2016-07-23 21:08:06","2016-10-26 11:14:28",11,26,2016,11,11,26,2016,11,7,23,2016,21,10,26,2016,11
0,700,20,0,1,2,2,20,10,"2014-08-03 17:11:32","2014-08-03 17:11:32","2014-07-15 00:44:24","2014-07-16 17:11:32",8,3,2014,17,8,3,2014,17,7,15,2014,0,7,16,2014,17
0,50000,25,0,1,1,1,7,7,"2015-01-15 00:08:00","2015-01-15 00:08:01","2014-08-01 00:08:36","2014-11-20 02:26:03",1,15,2015,0,1,15,2015,0,8,1,2014,0,11,20,2014,2
0,30000,1375,0,21,8,6,18,13,"2014-08-01 01:59:00","2014-08-01 01:59:02","2014-04-30 16:45:51","2014-06-29 23:09:32",8,1,2014,1,8,1,2014,1,4,30,2014,16,6,29,2014,23
0,45000,1520,0,14,6,4,18,11,"2016-11-20 13:00:00","2016-11-20 13:00:02","2016-09-30 10:22:54","2016-10-09 15:18:20",11,20,2016,13,11,20,2016,13,9,30,2016,10,10,9,2016,15
0,55000,425,0,4,8,8,23,16,"2015-04-24 02:30:00","2015-04-24 02:30:12","2015-02-23 21:17:49","2015-02-27 14:01:41",4,24,2015,2,4,24,2015,2,2,23,2015,21,2,27,2015,14
0,2000,823,0,14,8,7,19,14,"2017-01-29 13:21:06","2017-01-29 13:21:06","2016-11-29 22:11:46","2017-01-08 13:21:06",1,29,2017,13,1,29,2017,13,11,29,2016,22,1,8,2017,13
0,6000,363,0,10,7,6,16,11,"2015-04-12 16:10:18","2015-04-12 16:10:20","2015-02-15 19:01:22","2015-03-23 16:10:18",4,12,2015,16,4,12,2015,16,2,15,2015,19,3,23,2015,16
0,95000,1,0,1,3,3,19,11,"2017-01-22 16:28:00","2017-01-22 16:28:00","2016-12-17 08:08:32","2016-12-23 14:16:27",1,22,2017,16,1,22,2017,16,12,17,2016,8,12,23,2016,14
0,5000,57,0,4,4,3,13,8,"2016-03-11 12:18:48","2016-03-11 12:18:48","2016-01-10 15:19:24","2016-02-10 12:18:48",3,11,2016,12,3,11,2016,12,1,10,2016,15,2,10,2016,12
0,2000,1375,0,27,7,6,17,15,"2016-09-05 14:00:00","2016-09-05 14:00:09","2016-07-25 06:27:32","2016-08-05 10:48:06",9,5,2016,14,9,5,2016,14,7,25,2016,6,8,5,2016,10
0,10000,250,0,7,6,6,24,13,"2017-02-01 03:36:12","2017-02-01 03:36:12","2016-11-20 04:56:44","2017-01-02 03:36:12",2,1,2017,3,2,1,2017,3,11,20,2016,4,1,2,2017,3
0,8000,50,0,2,3,3,22,15,"2015-11-26 11:42:11","2015-11-26 11:42:12","2015-09-02 06:36:58","2015-10-27 11:42:11",11,26,2015,11,11,26,2015,11,9,2,2015,6,10,27,2015,11
0,60000,40,0,2,1,1,9,8,"2014-08-23 03:11:48","2014-08-23 03:11:48","2014-07-11 06:53:11","2014-07-24 03:11:48",8,23,2014,3,8,23,2014,3,7,11,2014,6,7,24,2014,3
0,150000,0,0,0,10,7,21,13,"2014-07-05 13:46:59","2014-07-05 13:46:59","2014-04-30 01:44:03","2014-05-06 13:46:59",7,5,2014,13,7,5,2014,13,4,30,2014,1,5,6,2014,13
0,1000,0,0,0,3,3,21,13,"2015-06-15 14:58:15","2015-06-15 14:58:19","2015-05-16 13:32:29","2015-05-16 14:58:15",6,15,2015,14,6,15,2015,14,5,16,2015,13,5,16,2015,14
0,175000,6,0,2,1,1,21,16,"2014-12-26 15:27:23","2014-12-26 15:27:25","2014-07-28 20:02:56","2014-10-27 15:27:23",12,26,2014,15,12,26,2014,15,7,28,2014,20,10,27,2014,15
0,30000,0,0,0,4,4,23,15,"2015-03-16 14:59:36","2015-03-16 15:00:13","2015-02-02 13:52:17","2015-02-09 14:59:36",3,16,2015,14,3,16,2015,15,2,2,2015,13,2,9,2015,14
0,500,76,0,2,5,5,22,16,"2014-08-28 09:32:16","2014-08-28 09:32:16","2014-07-09 21:00:06","2014-07-29 09:32:16",8,28,2014,9,8,28,2014,9,7,9,2014,21,7,29,2014,9
0,20000,118,0,6,6,6,18,10,"2016-01-05 14:14:54","2016-01-05 14:14:54","2015-09-26 13:19:42","2015-12-01 14:14:54",1,5,2016,14,1,5,2016,14,9,26,2015,13,12,1,2015,14
0,4500,86,0,2,4,3,19,14,"2014-05-28 21:48:01","2014-05-28 21:48:02","2014-04-21 21:40:35","2014-05-05 21:48:01",5,28,2014,21,5,28,2014,21,4,21,2014,21,5,5,2014,21
0,50000,11459,0,39,8,7,20,15,"2016-07-28 16:09:27","2016-07-28 16:09:27","2016-06-24 21:38:28","2016-06-28 16:09:27",7,28,2016,16,7,28,2016,16,6,24,2016,21,6,28,2016,16
0,3000,30,0,4,1,1,20,13,"2015-08-20 18:34:23","2015-08-20 18:34:23","2015-06-14 16:06:27","2015-07-21 18:34:23",8,20,2015,18,8,20,2015,18,6,14,2015,16,7,21,2015,18
0,25000,271,0,10,7,5,20,12,"2014-02-15 04:16:53","2014-02-15 04:16:55","2013-10-22 07:50:38","2013-12-17 04:16:53",2,15,2014,4,2,15,2014,4,10,22,2013,7,12,17,2013,4
0,375000,0,0,0,2,2,19,15,"2014-10-05 18:35:28","2014-10-05 18:35:29","2014-07-09 22:40:32","2014-08-06 18:35:28",10,5,2014,18,10,5,2014,18,7,9,2014,22,8,6,2014,18
0,750000,0,0,0,5,5,19,11,"2014-09-20 16:53:27","2014-09-20 16:53:28","2014-08-19 14:06:30","2014-08-21 16:53:27",9,20,2014,16,9,20,2014,16,8,19,2014,14,8,21,2014,16
0,90000,150,0,6,3,3,25,16,"2015-03-15 11:47:56","2015-03-15 11:48:00","2015-01-22 12:34:46","2015-02-13 11:47:56",3,15,2015,11,3,15,2015,11,1,22,2015,12,2,13,2015,11
0,95000,705,0,20,8,8,13,9,"2015-10-29 19:08:29","2015-10-29 19:08:29","2015-09-23 20:22:04","2015-09-29 19:08:29",10,29,2015,19,10,29,2015,19,9,23,2015,20,9,29,2015,19
0,2500,20,0,1,8,7,19,12,"2014-08-30 22:59:00","2014-08-30 22:59:00","2014-07-22 16:36:48","2014-07-30 10:14:50",8,30,2014,22,8,30,2014,22,7,22,2014,16,7,30,2014,10
0,5000,2258,0,65,9,8,19,12,"2014-03-01 01:00:00","2014-03-01 01:00:34","2013-12-20 09:13:27","2014-01-24 07:24:44",3,1,2014,1,3,1,2014,1,12,20,2013,9,1,24,2014,7
0,3500,2,0,1,4,4,22,15,"2014-09-03 13:17:55","2014-09-03 13:17:55","2014-07-20 12:06:10","2014-08-04 13:17:55",9,3,2014,13,9,3,2014,13,7,20,2014,12,8,4,2014,13
0,3000,0,0,0,10,9,20,19,"2014-10-13 13:39:02","2014-10-13 13:39:02","2014-08-11 07:51:04","2014-08-14 13:39:02",10,13,2014,13,10,13,2014,13,8,11,2014,7,8,14,2014,13
0,150000,10,0,1,2,2,8,5,"2014-08-13 18:58:28","2014-08-13 18:58:28","2014-07-11 07:57:46","2014-07-14 18:58:28",8,13,2014,18,8,13,2014,18,7,11,2014,7,7,14,2014,18
0,10000,521,0,25,5,5,20,11,"2014-07-17 20:39:29","2014-07-17 20:39:29","2014-05-30 04:33:45","2014-06-17 20:39:29",7,17,2014,20,7,17,2014,20,5,30,2014,4,6,17,2014,20
0,3000,0,0,0,1,1,16,11,"2015-03-30 11:06:34","2015-03-30 11:06:38","2015-02-28 10:06:32","2015-02-28 11:06:34",3,30,2015,11,3,30,2015,11,2,28,2015,10,2,28,2015,11
0,2e+05,336,0,7,9,8,23,15,"2014-05-30 23:35:12","2014-05-30 23:35:12","2014-04-14 10:54:03","2014-04-27 23:35:12",5,30,2014,23,5,30,2014,23,4,14,2014,10,4,27,2014,23
0,3500,25,0,1,1,1,3,3,"2014-10-28 20:00:00","2014-10-28 20:00:11","2014-05-07 09:50:14","2014-09-30 20:01:13",10,28,2014,20,10,28,2014,20,5,7,2014,9,9,30,2014,20
0,4500,22,0,3,1,1,24,17,"2014-09-01 12:57:57","2014-09-01 12:57:57","2014-07-10 01:18:31","2014-07-18 12:57:57",9,1,2014,12,9,1,2014,12,7,10,2014,1,7,18,2014,12
0,40000,15,0,1,1,1,8,6,"2014-08-29 17:53:52","2014-08-29 17:53:52","2014-05-15 20:19:47","2014-06-30 17:53:52",8,29,2014,17,8,29,2014,17,5,15,2014,20,6,30,2014,17
0,20000,80,0,4,11,7,24,15,"2015-02-19 14:03:37","2015-02-19 14:04:44","2015-01-14 09:53:16","2015-01-20 14:03:37",2,19,2015,14,2,19,2015,14,1,14,2015,9,1,20,2015,14
0,3200,50,0,14,2,2,7,7,"2015-12-13 19:12:30","2015-12-13 19:12:30","2015-11-13 14:08:05","2015-11-13 19:12:30",12,13,2015,19,12,13,2015,19,11,13,2015,14,11,13,2015,19
0,1000,0,0,0,4,3,22,15,"2014-10-25 19:43:47","2014-10-25 19:43:47","2014-07-12 17:48:53","2014-08-26 19:43:47",10,25,2014,19,10,25,2014,19,7,12,2014,17,8,26,2014,19
0,220000,440,0,10,7,6,19,13,"2014-10-03 05:54:03","2014-10-03 05:54:04","2014-08-06 06:00:42","2014-08-13 05:54:03",10,3,2014,5,10,3,2014,5,8,6,2014,6,8,13,2014,5
0,20000,2906,0,26,10,9,24,16,"2015-07-05 17:22:10","2015-07-05 17:22:12","2015-06-01 17:49:43","2015-06-05 17:22:10",7,5,2015,17,7,5,2015,17,6,1,2015,17,6,5,2015,17
